"rent" "floor.size" "year" "location" "Gute.Wohnlage" "Beste.Wohnlage" "Keine.Wwv" "Keine.Zh" "Kein.Badkach" "Besond.Bad" "Gehobene.Kueche" "zim1" "zim2" "zim3" "zim4" "zim5" "zim6"
13.14 31 1972 90 1 0 0 0 0 0 0 1 0 0 0 0 0
5.05 68 1957 17 1 0 1 1 1 0 0 0 0 1 0 0 0
9.32 102 1957 132 1 0 0 0 0 0 0 0 0 0 1 0 0
8.71 54 1994 139 0 0 0 0 1 0 0 0 1 0 0 0 0
9.11 107 1918 42 1 0 0 0 0 0 0 0 0 1 0 0 0
9.33 40 1969 154 0 0 0 0 0 0 0 0 1 0 0 0 0
7.88 75 1969 182 0 0 0 0 1 0 0 0 0 1 0 0 0
6.56 77 1974 183 0 0 0 0 0 0 0 0 0 0 1 0 0
10.7 74 1993 192 1 0 0 0 0 1 0 0 1 0 0 0 0
7.53 72 1960 209 0 0 0 0 0 0 0 0 0 1 0 0 0
10.23 47 1993 145 1 0 0 0 0 0 0 1 0 0 0 0 0
10.8 46 1996 152 0 0 0 0 0 0 0 0 1 0 0 0 0
10.03 70 1967 229 1 0 0 0 0 0 0 0 0 1 0 0 0
7.07 80 1957 329 0 0 0 0 0 0 0 0 0 1 0 0 0
5.1 60 1918 296 1 0 0 0 1 0 0 0 1 0 0 0 0
10.34 100 1973 121 1 0 0 0 0 1 0 0 0 1 0 0 0
8.14 78 1987 118 0 0 0 0 0 0 0 0 0 1 0 0 0
6.73 39 1957 292 0 0 0 0 0 0 0 0 1 0 0 0 0
11.81 55 1983 228 0 1 0 0 0 0 0 0 1 0 0 0 0
11.82 30 1972 154 0 0 0 0 0 0 0 1 0 0 0 0 0
7.78 92 1918 30 1 0 0 0 1 0 0 0 0 1 0 0 0
7.02 60 1966 289 0 0 0 0 1 0 0 0 0 1 0 0 0
6.53 78 1968 229 0 0 0 0 0 0 0 0 0 1 0 0 0
9.7 87 1918 14 0 0 0 0 0 0 0 0 0 1 0 0 0
8.82 82 2000 340 1 0 0 0 0 0 0 0 0 1 0 0 0
9.12 59 1998 310 1 0 0 0 0 0 0 0 1 0 0 0 0
9 79 1918 371 1 0 0 0 0 1 0 0 1 0 0 0 0
6.53 123 1918 299 1 0 0 0 0 0 0 0 0 0 0 1 0
11.02 36 1988 205 0 0 0 0 0 0 0 1 0 0 0 0 0
9.66 97 1983 165 1 0 0 0 0 0 0 0 0 1 0 0 0
10.28 92 1918 296 1 0 0 0 0 0 0 0 0 1 0 0 0
10.97 55 1918 371 1 0 0 0 0 0 0 0 1 0 0 0 0
5.88 121 1918 30 1 0 0 0 1 0 0 0 0 0 1 0 0
8.55 31 1973 139 0 0 0 0 0 0 0 1 0 0 0 0 0
8.16 60 1948 233 1 0 0 0 0 0 0 0 1 0 0 0 0
12.29 80 1996 320 1 0 0 0 0 0 0 0 0 0 1 0 0
11.73 85 1995 82 0 0 0 0 0 1 0 0 0 1 0 0 0
9.77 53 1966 326 0 0 0 0 0 0 0 0 0 1 0 0 0
6.83 82 1918 315 1 0 1 1 0 0 0 0 0 0 1 0 0
9.18 28 1957 17 1 0 0 0 0 0 0 1 0 0 0 0 0
6.12 70 1918 334 0 0 0 1 0 0 0 0 1 0 0 0 0
9.51 89 1918 103 0 1 0 0 0 0 1 0 0 0 1 0 0
7.96 86 1977 183 0 0 0 0 1 0 0 0 0 0 1 0 0
7.41 87 1924 65 0 0 0 0 0 0 0 0 0 1 0 0 0
7.97 77 1967 124 0 0 0 0 0 0 0 0 0 1 0 0 0
8.05 68 1966 139 0 0 0 0 0 0 0 0 0 1 0 0 0
10.96 35 1960 145 1 0 0 0 0 0 0 1 0 0 0 0 0
8.07 85 1948 127 0 0 0 0 0 0 0 0 0 0 1 0 0
11.42 47 1957 299 0 0 0 0 0 0 0 0 1 0 0 0 0
6.66 65 1957 68 1 0 0 0 1 0 0 0 0 1 0 0 0
9.06 79 1966 20 1 0 0 0 0 1 0 0 0 1 0 0 0
8.13 36 1966 53 0 0 0 0 0 0 0 1 0 0 0 0 0
7.83 54 1966 133 1 0 0 0 1 0 0 0 1 0 0 0 0
5.31 70 1948 102 0 0 0 0 0 0 0 0 0 1 0 0 0
9.31 104 1998 316 0 0 0 0 0 1 0 0 0 0 1 0 0
6.85 70 1957 8 1 0 0 0 0 0 0 0 0 1 0 0 0
10.48 100 1990 293 0 0 0 0 0 1 0 0 0 0 1 0 0
7.67 98 1924 288 0 0 0 0 0 0 0 0 0 0 1 0 0
6.94 70 1966 76 0 0 0 0 1 0 0 0 1 0 0 0 0
17.09 70 1960 158 0 1 0 0 0 1 1 0 1 0 0 0 0
7.34 68 1957 49 1 0 0 0 1 0 0 0 0 1 0 0 0
10 100 1998 287 0 0 0 0 0 1 0 0 0 0 1 0 0
11.15 29 1980 45 0 0 0 0 1 0 0 1 0 0 0 0 0
12.14 80 1988 88 1 0 0 0 0 0 0 0 0 1 0 0 0
9.35 70 1957 64 0 0 0 0 0 0 0 0 1 0 0 0 0
10.65 36 1998 73 0 0 0 0 0 0 0 1 0 0 0 0 0
11.8 26 1972 165 1 0 0 0 0 0 0 1 0 0 0 0 0
7.67 38 1972 120 0 0 0 0 0 0 0 1 0 0 0 0 0
7.17 114 1974 209 0 0 0 0 0 1 0 0 0 0 1 0 0
6.92 54 1966 202 0 0 0 0 1 0 0 0 1 0 0 0 0
6.27 69 1948 102 0 0 0 0 0 0 0 0 0 1 0 0 0
6.65 62 1918 101 1 0 0 0 0 0 0 0 1 0 0 0 0
7.33 100 1977 191 1 0 0 0 0 0 0 0 0 0 1 0 0
5.3 63 1966 316 0 0 0 0 0 0 0 0 0 0 1 0 0
11.51 78 1992 176 0 0 0 0 0 0 0 0 0 1 0 0 0
10.04 28 1968 71 1 0 0 0 0 0 0 1 0 0 0 0 0
7.89 34 1957 73 0 0 0 1 0 0 0 1 0 0 0 0 0
6.37 68 1966 302 0 0 0 0 1 0 0 0 0 1 0 0 0
9.57 83 1973 353 0 0 0 0 0 0 0 0 0 0 1 0 0
5.02 43 1924 130 0 0 0 0 0 0 0 0 1 0 0 0 0
9.25 94 1994 361 0 0 0 0 0 0 0 0 0 1 0 0 0
9.48 86 1974 121 1 0 0 0 0 0 0 0 0 0 1 0 0
11.26 47 1918 84 0 0 0 0 0 0 0 0 1 0 0 0 0
7.15 75 1993 306 0 0 0 0 0 0 0 0 0 1 0 0 0
4.14 105 1957 172 0 0 0 0 1 0 0 0 0 0 1 0 0
11.3 72 1992 305 0 0 0 0 0 0 0 0 0 1 0 0 0
7.85 83 1948 54 0 0 0 0 0 0 0 0 0 1 0 0 0
8.38 75 1948 145 1 0 0 0 0 0 0 0 0 1 0 0 0
8.03 52 1939 60 1 0 0 0 0 0 0 0 1 0 0 0 0
7.86 82 1918 49 1 0 0 0 0 0 0 0 0 1 0 0 0
9.04 93 1918 43 0 0 0 0 0 0 0 0 0 1 0 0 0
12.27 45 1992 76 0 0 0 0 0 0 0 0 1 0 0 0 0
5.53 49 1960 140 0 0 0 0 0 0 0 0 0 1 0 0 0
11.12 40 1918 345 0 0 0 0 0 0 0 0 1 0 0 0 0
12.78 80 1918 265 1 0 0 0 0 0 0 0 0 1 0 0 0
11.05 70 1918 295 1 0 0 0 0 0 0 0 1 0 0 0 0
8.64 52 1918 84 0 0 0 0 0 0 0 0 1 0 0 0 0
6.62 89 1918 81 0 0 0 1 1 0 0 0 1 0 0 0 0
8.11 70 1973 182 0 0 0 0 0 0 0 0 0 1 0 0 0
7.98 35 1967 272 0 0 0 0 0 0 0 1 0 0 0 0 0
1.8 43 1948 269 0 0 1 0 0 0 0 0 1 0 0 0 0
9.1 90 1985 375 1 0 0 0 0 1 0 0 0 1 0 0 0
20.09 20 1966 8 1 0 0 0 0 0 0 1 0 0 0 0 0
12.38 38 1969 289 0 0 0 0 0 0 0 1 0 0 0 0 0
8.4 70 1984 175 0 0 0 0 0 0 1 0 1 0 0 0 0
13.43 28 1960 255 0 0 0 0 0 0 0 1 0 0 0 0 0
7 110 1982 39 0 0 0 0 0 1 0 0 0 0 1 0 0
7.77 87 1993 181 0 0 0 0 0 0 0 0 0 1 0 0 0
7.59 84 1998 287 0 0 0 0 0 0 0 0 0 1 0 0 0
9.06 67 1968 229 0 0 0 0 1 0 1 0 0 1 0 0 0
9.32 71 1983 312 0 1 0 0 0 0 0 0 1 0 0 0 0
9.12 37 1967 145 1 0 0 0 0 0 0 1 0 0 0 0 0
11.84 33 1957 84 0 0 0 0 1 0 0 0 1 0 0 0 0
7.49 40 1948 290 0 0 0 0 0 0 0 0 1 0 0 0 0
10.96 56 1960 255 1 0 0 0 0 0 0 0 1 0 0 0 0
10.95 71 1972 59 0 0 0 0 0 0 1 0 0 1 0 0 0
5.17 113 1918 96 1 0 0 0 0 0 0 0 0 0 1 0 0
9.64 35 1957 72 0 0 0 0 0 0 0 1 0 0 0 0 0
5.73 40 1918 72 0 0 0 1 1 0 0 0 1 0 0 0 0
9.48 96 1918 366 1 0 0 0 0 1 0 0 0 0 1 0 0
9.3 57 1983 38 1 0 0 0 0 0 0 0 1 0 0 0 0
9.13 33 1960 41 0 0 0 0 0 0 0 1 0 0 0 0 0
10.21 63 1948 250 1 0 1 1 0 0 0 0 0 1 0 0 0
4.19 89 1993 134 1 0 0 0 1 0 0 0 0 1 0 0 0
7.86 55 1924 105 1 0 0 0 0 0 0 0 1 0 0 0 0
9.92 36 1960 15 1 0 0 1 0 0 0 0 1 0 0 0 0
5.17 55 1948 267 0 0 0 0 1 0 0 0 1 0 0 0 0
7.69 33 1957 94 0 0 0 0 0 0 0 0 1 0 0 0 0
10.82 96 1985 93 1 0 0 0 0 1 1 0 0 0 1 0 0
5.03 104 1918 30 1 0 0 0 1 0 0 0 0 1 0 0 0
6.25 72 1969 154 0 0 0 0 0 0 0 0 0 1 0 0 0
10.97 56 1960 269 1 0 0 0 1 0 0 0 0 1 0 0 0
5.66 81 1972 72 0 0 0 0 0 0 0 0 0 1 0 0 0
15.15 67 1967 163 0 0 0 0 0 0 0 0 0 1 0 0 0
9.52 110 1957 62 1 0 0 0 0 1 0 0 0 0 1 0 0
8.22 102 1980 327 0 0 0 0 0 0 0 0 0 0 1 0 0
7.34 39 1948 290 0 0 0 0 0 0 0 0 1 0 0 0 0
6.12 57 1948 127 0 0 0 0 1 0 0 0 0 1 0 0 0
11.03 58 1960 277 0 0 0 0 0 0 1 0 1 0 0 0 0
9.07 71 1972 167 0 0 0 0 0 0 0 0 0 1 0 0 0
4.51 78 1960 41 1 0 0 0 0 0 0 0 0 1 0 0 0
13.67 33 1973 272 0 0 0 0 0 0 0 1 0 0 0 0 0
12.24 73 1918 131 1 0 0 0 0 0 0 0 1 0 0 0 0
12.6 55 1957 72 0 0 0 0 0 0 0 0 1 0 0 0 0
9.2 59 1957 65 0 0 0 0 0 0 0 0 1 0 0 0 0
6.86 61 1974 209 0 0 0 0 0 0 0 0 1 0 0 0 0
3.98 108 1924 167 0 0 1 1 0 0 0 0 0 0 1 0 0
8.17 47 1918 126 0 0 0 0 0 0 0 0 1 0 0 0 0
7.33 147 1918 315 1 0 0 0 0 1 0 0 0 0 1 0 0
2.43 98 1918 106 0 0 0 1 0 0 0 0 0 1 0 0 0
11.45 82 1967 343 0 1 0 0 0 1 1 0 0 1 0 0 0
10.02 95 1918 28 0 0 0 1 0 0 0 0 0 1 0 0 0
11.96 27 1960 30 1 0 0 0 1 0 0 1 0 0 0 0 0
8.6 32 1957 365 1 0 0 0 0 0 0 1 0 0 0 0 0
6.79 65 1960 65 0 0 0 1 0 0 0 0 1 0 0 0 0
6.55 49 1966 118 0 0 0 0 0 0 0 0 1 0 0 0 0
8.84 64 1966 117 0 0 0 0 0 0 0 0 0 1 0 0 0
7.36 103 1957 366 1 0 0 0 0 0 0 0 0 0 1 0 0
5.87 56 1948 65 0 0 0 0 0 0 0 0 1 0 0 0 0
11.04 63 1992 337 1 0 0 0 0 1 0 0 1 0 0 0 0
9.89 54 1987 26 0 0 0 0 0 0 0 0 1 0 0 0 0
13.35 67 1993 372 0 0 0 0 0 1 0 0 1 0 0 0 0
12.14 130 1998 39 1 0 0 0 0 0 0 0 0 0 1 0 0
10.36 77 1957 8 1 0 0 0 0 0 0 0 0 1 0 0 0
12.36 60 1998 198 1 0 0 0 0 0 0 0 1 0 0 0 0
7.84 37 1967 207 0 0 0 0 0 0 0 1 0 0 0 0 0
12.06 105 1918 17 0 0 0 0 0 1 0 0 0 0 1 0 0
12.06 94 1993 108 0 0 0 0 0 1 0 0 0 1 0 0 0
5.73 100 1967 349 0 0 0 0 0 1 0 0 0 0 0 1 0
9.78 54 1966 167 0 0 0 0 0 0 0 0 1 0 0 0 0
8.49 57 1960 280 0 0 0 0 0 0 0 0 1 0 0 0 0
11.76 50 2000 79 0 0 0 0 0 0 0 0 1 0 0 0 0
10.74 54 1957 23 1 0 0 0 0 0 0 0 1 0 0 0 0
10.96 105 1957 29 1 0 0 0 1 1 0 0 0 0 1 0 0
3 45 1924 172 0 0 0 0 1 0 0 0 1 0 0 0 0
10.8 30 1960 144 1 0 0 0 1 0 0 1 0 0 0 0 0
13.96 28 1975 131 1 0 0 0 0 0 0 1 0 0 0 0 0
6.86 75 1970 116 1 0 0 0 0 0 0 0 0 1 0 0 0
12.75 60 1998 320 1 0 0 0 0 0 0 0 0 1 0 0 0
8.05 42 1960 264 0 0 0 0 0 0 0 0 1 0 0 0 0
8.88 50 1989 146 1 0 0 0 0 0 0 0 1 0 0 0 0
4.75 75 1918 21 1 0 0 1 1 0 0 0 0 1 0 0 0
7.41 61 1918 30 1 0 0 1 1 0 0 0 0 1 0 0 0
8.07 76 1972 182 0 0 0 0 1 0 0 0 1 0 0 0 0
3.77 96 1924 46 0 0 0 1 0 0 0 0 0 0 1 0 0
6.22 64 1957 16 1 0 0 0 1 0 0 0 0 1 0 0 0
8.98 170 1918 168 1 0 0 0 0 1 0 0 0 0 0 1 0
10.12 50 1957 255 1 0 0 0 0 0 0 1 0 0 0 0 0
6.74 95 1918 363 0 0 0 1 0 0 0 0 0 1 0 0 0
9.51 33 1948 94 0 0 0 0 0 0 0 1 0 0 0 0 0
8.15 53 1966 290 0 0 0 0 0 0 0 0 1 0 0 0 0
14.34 20 1972 39 0 0 0 0 0 0 0 1 0 0 0 0 0
5.87 65 1981 107 1 0 0 0 0 0 0 0 1 0 0 0 0
10.23 85 1957 263 0 0 0 0 0 0 0 0 0 1 0 0 0
4.14 95 1924 123 0 0 0 0 0 0 1 0 0 0 1 0 0
7.6 87 1948 321 1 0 0 0 0 1 0 0 0 1 0 0 0
9.48 62 1918 28 0 0 0 0 0 0 0 0 1 0 0 0 0
6.48 49 1960 8 1 0 0 0 1 0 0 0 1 0 0 0 0
4.45 150 1969 114 0 0 0 0 0 0 0 0 0 1 0 0 0
11.59 18 1966 361 0 0 0 0 0 0 0 1 0 0 0 0 0
9.5 75 1967 33 1 0 0 0 0 0 0 0 0 1 0 0 0
6.88 55 1970 182 0 0 0 0 0 0 0 0 1 0 0 0 0
10.95 100 1978 289 0 0 0 0 0 0 1 0 0 1 0 0 0
5.62 72 1957 57 0 0 0 0 0 0 0 0 0 1 0 0 0
11.07 73 1969 152 0 0 0 0 0 0 0 0 0 1 0 0 0
9.21 100 2000 147 0 0 0 0 0 1 0 0 0 1 0 0 0
9.34 74 1948 101 1 0 0 0 0 0 1 0 0 1 0 0 0
10.53 84 1981 76 0 0 0 0 0 0 0 0 0 1 0 0 0
9.87 61 1918 28 0 0 0 0 0 0 0 0 1 0 0 0 0
10.96 26 1918 84 0 0 0 0 0 0 0 1 0 0 0 0 0
12.22 20 1918 277 0 0 0 1 1 0 0 1 0 0 0 0 0
6.22 83 1969 87 1 0 0 0 1 0 0 0 0 1 0 0 0
8.96 67 1966 122 0 0 0 0 0 0 0 0 0 1 0 0 0
5.03 98 1918 132 1 0 0 0 0 0 0 0 0 1 0 0 0
8.45 51 1960 325 1 0 0 0 1 0 0 0 1 0 0 0 0
8.23 91 1972 209 0 0 0 0 0 0 0 0 0 1 0 0 0
7.2 44 1957 94 0 0 0 0 1 0 0 0 1 0 0 0 0
7.08 56 1966 358 0 0 0 0 0 0 0 0 1 0 0 0 0
10.23 67 1918 30 1 0 0 0 0 0 0 0 1 0 0 0 0
5.25 58 1918 43 1 0 0 1 1 1 0 0 1 0 0 0 0
8.33 75 1985 93 1 0 0 0 0 0 0 0 1 0 0 0 0
9.08 36 1966 326 0 0 0 0 0 0 0 0 1 0 0 0 0
7.49 68 1966 202 0 0 0 0 1 0 0 0 0 1 0 0 0
5.62 50 1948 189 0 0 0 0 0 0 0 0 0 1 0 0 0
12.21 27 1957 255 1 0 0 0 1 0 0 1 0 0 0 0 0
6.83 75 1957 20 1 0 0 0 1 0 0 0 0 0 1 0 0
12.71 66 1918 46 0 0 0 0 0 0 1 0 0 1 0 0 0
10.03 60 1979 89 1 0 0 0 0 0 0 0 1 0 0 0 0
7.96 54 1918 25 0 0 0 1 0 0 0 1 0 0 0 0 0
7.63 89 1972 281 0 0 0 0 1 0 0 0 0 0 1 0 0
7.38 56 1998 297 0 0 0 0 0 0 1 0 1 0 0 0 0
6.77 68 1918 329 1 0 0 0 1 0 0 0 1 0 0 0 0
10.06 123 1994 128 1 0 0 0 0 0 0 0 0 1 0 0 0
10.98 67 1918 20 1 0 0 0 0 0 1 0 1 0 0 0 0
5.94 106 1973 209 0 0 0 0 1 1 0 0 0 0 0 1 0
9.33 79 1957 133 1 0 0 0 0 0 0 0 0 1 0 0 0
4.86 107 1957 201 0 0 0 0 0 0 0 0 0 0 1 0 0
4.52 109 1924 145 1 0 0 0 1 0 0 0 0 1 0 0 0
8.87 57 1966 72 0 0 0 0 1 0 0 0 0 1 0 0 0
11.25 55 1948 289 0 0 0 0 0 0 1 0 1 0 0 0 0
8.3 31 1948 108 0 0 0 0 1 0 0 1 0 0 0 0 0
7.42 48 1918 84 0 0 0 0 0 0 0 0 0 1 0 0 0
10.9 68 1918 29 1 0 0 0 0 0 0 0 1 0 0 0 0
5.12 80 1918 39 0 0 1 1 1 0 0 0 0 1 0 0 0
7.95 86 1972 266 0 1 0 0 0 0 0 0 0 1 0 0 0
5.33 58 1957 209 0 0 0 1 1 0 0 0 1 0 0 0 0
7.44 97 1918 139 0 0 0 0 1 0 0 0 0 1 0 0 0
7.29 52 1973 182 0 0 0 0 0 0 0 0 1 0 0 0 0
8.52 78 1987 26 0 0 0 0 0 0 0 0 0 1 0 0 0
6.27 62 1957 366 1 0 0 0 1 0 0 0 1 0 0 0 0
6.12 45 1960 286 0 0 0 1 1 0 0 0 1 0 0 0 0
6.69 55 1918 89 1 0 0 0 1 0 0 0 1 0 0 0 0
6.26 58 1948 128 0 0 0 0 0 0 0 0 1 0 0 0 0
9.79 57 1986 186 0 0 0 0 0 0 0 0 1 0 0 0 0
6.84 48 1966 290 0 0 0 0 1 0 0 0 1 0 0 0 0
10.44 45 1966 53 0 0 0 0 0 0 0 0 1 0 0 0 0
6.13 53 1976 53 0 0 0 0 0 0 0 0 1 0 0 0 0
8.35 70 1918 49 0 0 0 0 0 1 0 0 1 0 0 0 0
9.23 73 1960 192 1 0 0 0 0 0 0 0 0 0 1 0 0
7.68 98 1972 134 1 0 0 0 0 0 0 0 0 1 0 0 0
7.26 45 1924 94 0 0 0 0 0 0 0 0 1 0 0 0 0
5.37 78 1960 209 0 0 0 0 0 0 0 0 0 1 0 0 0
13.69 78 1998 363 1 0 0 0 0 0 0 0 0 1 0 0 0
8.74 167 1918 98 1 0 0 0 0 1 0 0 0 0 1 0 0
8.44 63 1957 255 1 0 0 0 0 0 1 0 1 0 0 0 0
7.51 83 1973 183 0 0 0 0 0 0 1 0 0 1 0 0 0
9.08 67 1973 84 0 0 0 0 0 0 0 0 0 1 0 0 0
7.22 71 1967 303 0 0 0 0 1 0 0 0 0 1 0 0 0
11.05 32 1918 49 0 0 0 1 0 0 0 1 0 0 0 0 0
2.16 56 1969 240 0 0 0 0 0 0 1 0 1 0 0 0 0
8.99 57 1993 207 0 0 0 0 0 0 0 0 1 0 0 0 0
4.39 108 1957 136 0 0 0 0 1 0 0 0 0 0 0 1 0
5.68 58 1948 292 0 0 0 1 0 0 0 0 0 1 0 0 0
10.27 40 1972 171 0 0 0 0 0 0 0 1 0 0 0 0 0
5.29 70 1966 76 0 0 0 0 0 0 0 0 1 0 0 0 0
7.71 67 1966 316 0 0 0 0 0 0 0 0 0 1 0 0 0
6.98 48 1966 209 0 0 0 0 1 0 0 0 1 0 0 0 0
11.36 90 1989 266 0 1 0 0 0 0 0 0 0 1 0 0 0
10.38 43 1972 289 0 0 0 0 0 0 0 0 1 0 0 0 0
10.04 56 1966 72 0 0 0 0 1 0 0 0 1 0 0 0 0
8.26 65 1969 182 0 0 0 0 1 0 0 0 1 0 0 0 0
8.25 48 1918 84 0 0 0 0 0 0 0 0 0 1 0 0 0
6.93 73 1966 178 0 0 0 0 1 0 0 0 0 0 1 0 0
5.31 90 1972 118 1 0 0 0 0 0 0 0 0 0 1 0 0
9.1 80 1918 41 0 0 0 0 0 0 0 0 0 1 0 0 0
8.13 66 1960 87 0 0 0 0 0 0 0 0 0 1 0 0 0
5.4 79 1924 72 0 0 0 0 0 0 0 0 0 1 0 0 0
10.3 47 1968 129 1 0 0 0 0 0 0 1 0 0 0 0 0
10.45 95 1918 25 1 0 0 0 0 0 0 0 0 1 0 0 0
10.13 52 1998 126 1 0 0 0 0 0 0 0 1 0 0 0 0
2.24 60 1957 28 0 0 0 1 0 0 0 0 1 0 0 0 0
3.96 66 1918 49 0 0 0 1 0 0 0 0 0 1 0 0 0
8.46 74 1972 217 1 0 0 0 0 1 1 0 0 1 0 0 0
7.44 69 1966 303 0 0 0 0 0 0 0 0 1 0 0 0 0
5.53 67 1918 84 0 0 0 0 0 0 0 0 1 0 0 0 0
9.39 62 1966 105 1 0 0 0 0 0 0 0 1 0 0 0 0
6.44 63 1957 29 1 0 0 0 0 0 0 0 1 0 0 0 0
11.86 35 1996 214 0 0 0 0 0 0 0 1 0 0 0 0 0
7.44 53 1957 28 0 0 0 0 0 0 0 0 1 0 0 0 0
5.62 73 1957 361 0 0 0 0 0 0 0 0 0 1 0 0 0
9.68 57 1967 310 0 0 0 0 1 0 0 0 1 0 0 0 0
3.7 78 1966 12 0 0 0 0 0 0 0 0 0 1 0 0 0
7.02 57 1918 76 0 0 1 0 0 0 0 0 0 1 0 0 0
7.37 95 1960 58 1 0 0 0 0 0 0 0 0 1 0 0 0
4.4 109 1924 288 0 0 0 0 0 0 0 0 0 0 1 0 0
10.62 45 1978 277 0 0 0 0 0 0 0 0 1 0 0 0 0
10.55 55 1998 190 0 0 0 0 0 0 1 0 1 0 0 0 0
10.94 39 1957 43 0 0 0 0 0 1 0 1 0 0 0 0 0
11.76 34 1983 133 1 0 0 0 0 0 0 1 0 0 0 0 0
10.42 78 1987 311 0 0 0 0 0 1 1 0 0 1 0 0 0
6.84 93 1918 76 0 0 0 0 1 0 0 0 0 1 0 0 0
5.08 90 1967 147 0 0 0 0 0 0 0 0 0 0 1 0 0
7.22 108 1948 254 1 0 0 0 0 0 0 0 0 0 0 0 1
5.95 58 1918 361 0 0 0 0 0 0 0 0 1 0 0 0 0
5.24 63 1918 145 1 0 0 1 0 0 0 0 0 1 0 0 0
8.19 51 1948 55 0 0 0 0 0 0 1 0 1 0 0 0 0
9.12 53 1957 265 1 0 0 0 0 0 0 0 1 0 0 0 0
6.04 136 1918 35 1 0 1 0 1 0 0 0 0 0 1 0 0
11.14 67 1957 16 1 0 0 0 0 1 0 0 0 1 0 0 0
9.1 82 1918 32 1 0 0 0 1 0 0 0 0 1 0 0 0
4.47 71 1918 277 0 0 1 1 0 0 0 0 0 1 0 0 0
9.61 120 1972 134 0 0 0 0 0 1 0 0 0 0 1 0 0
4.79 50 1966 189 0 0 0 0 0 1 0 0 1 0 0 0 0
9.41 102 1918 340 0 0 0 0 0 1 0 0 0 1 0 0 0
11.47 84 1970 155 0 1 0 0 0 0 0 0 0 1 0 0 0
4.86 87 1924 288 0 0 0 0 0 0 0 0 0 0 1 0 0
13.1 30 1970 49 0 0 0 0 0 0 0 1 0 0 0 0 0
7.01 91 1969 120 0 0 0 0 1 0 0 0 0 0 1 0 0
7.82 94 1972 153 0 0 0 0 0 0 0 0 0 0 1 0 0
10.23 55 1974 104 0 1 0 0 0 0 0 0 1 0 0 0 0
9.22 60 1984 209 0 0 0 0 0 0 0 0 1 0 0 0 0
10.82 128 1991 150 1 0 0 0 1 0 0 0 0 0 0 0 1
13.23 63 1996 65 0 0 0 0 0 0 0 0 1 0 0 0 0
7.31 76 1974 243 0 0 0 0 1 0 0 0 0 1 0 0 0
11.13 59 1992 354 1 0 0 0 0 0 0 0 1 0 0 0 0
2.95 56 1957 125 0 0 0 1 0 0 0 0 0 1 0 0 0
11.13 55 1972 369 0 0 0 0 0 0 0 0 1 0 0 0 0
7.07 49 1960 70 0 0 0 0 0 0 0 0 1 0 0 0 0
7.57 120 1957 198 1 0 0 0 0 1 0 0 0 0 0 0 1
7 91 1987 26 0 0 0 0 0 0 0 0 0 1 0 0 0
10.14 53 1918 69 0 0 0 0 0 0 0 0 1 0 0 0 0
9.36 74 1960 333 0 0 0 0 0 0 0 0 0 1 0 0 0
8.67 70 1957 42 1 0 0 0 1 0 0 0 0 1 0 0 0
4.9 57 1957 255 1 0 0 1 1 0 0 0 1 0 0 0 0
7.51 111 1980 226 0 1 0 0 0 0 0 0 0 0 0 1 0
6.32 100 1918 151 0 0 0 0 0 0 0 0 0 0 1 0 0
9.26 37 1970 182 0 0 0 0 0 0 0 1 0 0 0 0 0
12.01 76 1918 21 1 0 0 0 0 0 0 0 0 1 0 0 0
5.34 53 1918 102 1 0 0 0 0 0 0 0 1 0 0 0 0
5.44 110 1918 89 1 0 0 0 1 0 0 0 0 1 0 0 0
7.05 53 1918 315 1 0 0 1 0 0 0 1 0 0 0 0 0
9.07 72 1983 223 0 0 0 0 0 0 0 0 0 1 0 0 0
11.22 58 1992 214 0 0 0 0 0 0 0 0 1 0 0 0 0
10.59 85 1918 315 1 0 0 0 0 0 0 0 0 1 0 0 0
8.18 88 1918 123 0 0 0 0 1 0 0 0 0 0 1 0 0
8.13 60 1957 20 1 0 0 0 0 0 0 0 1 0 0 0 0
7.01 55 1948 138 0 0 0 0 0 0 0 0 1 0 0 0 0
10.15 34 1960 289 0 0 0 0 0 0 0 0 1 0 0 0 0
10.36 52 1918 159 1 0 0 0 0 0 0 0 1 0 0 0 0
9.81 102 1918 80 0 0 0 0 0 0 0 0 0 1 0 0 0
4.84 76 1948 55 0 0 0 0 0 0 0 0 0 1 0 0 0
11.34 46 1918 255 1 0 0 0 0 0 0 0 1 0 0 0 0
6.76 102 1918 28 0 0 0 0 0 0 0 0 0 1 0 0 0
10.61 80 1918 374 0 0 0 0 0 0 0 0 0 1 0 0 0
12.4 71 1957 299 0 0 0 0 0 0 0 0 0 1 0 0 0
7.33 64 1957 275 0 0 0 0 0 1 0 0 0 1 0 0 0
11.42 54 1918 371 1 0 0 0 0 0 0 0 1 0 0 0 0
9.8 40 1960 31 1 0 0 0 0 0 0 1 0 0 0 0 0
9.13 64 1972 87 0 0 0 0 0 0 0 0 1 0 0 0 0
7.95 80 1982 268 0 0 0 0 0 0 0 0 0 1 0 0 0
8.82 74 1983 195 1 0 0 0 0 0 0 0 0 1 0 0 0
8.47 60 1918 64 0 0 0 0 0 0 0 0 1 0 0 0 0
8.77 82 1998 363 0 0 0 0 0 0 0 0 0 1 0 0 0
11.21 78 1918 43 1 0 0 0 0 0 1 0 1 0 0 0 0
13.23 43 1960 290 0 0 0 0 0 0 0 0 1 0 0 0 0
