"Station.ID","Date","A","UTMX","UTMY","WS","TEMP","HMIX","PREC","EMI","PM10"
7,"29/12/05",313.2,457.96,5061.46,2.09,270.26,890.06,0,22.09,43
8,"29/12/05",345.2,444.29,5062.64,1.51,270.42,893.45,3.26,15.14,40
9,"29/12/05",331,376.96,4993.48,2.22,271.55,1086.1,0,23.07,29
10,"29/12/05",280.4,416.65,4985.65,1.12,271.09,810.76,0,7.19,74
11,"29/12/05",238.8,399.22,4967.87,0.67,271.04,778.75,0,14.51,65
12,"29/12/05",118.3,456.49,4998.42,0.98,272.69,497.29,0,28.41,58
13,"29/12/05",124.7,483.36,5028.7,1.29,272.93,415.8,0,8.8,NA
14,"29/12/05",551.6,383.63,4915.52,1.08,269.95,460.01,0,27.35,17
15,"29/12/05",271.7,436.69,5046.69,1.21,270.23,946.63,1.21,21.05,30
16,"29/12/05",337,386.95,5003.68,1.2,270.83,1016.6,0,11.01,29
17,"29/12/05",154,470.41,5031.91,1.51,271.8,376.14,0,39.66,32
18,"29/12/05",201.7,483.16,4956.77,0.83,270.24,454.44,0,13.71,19
19,"29/12/05",374.9,368.18,4971.65,1.04,272.02,971.98,0,25.71,28
20,"29/12/05",243.6,393.64,4986.79,0.91,271.72,944.19,0,213.85,38
21,"29/12/05",243.6,396.04,4992.42,0.82,272.14,1024.2,0,197.87,56
22,"29/12/05",118.5,489,4971.8,0.79,270.58,445.74,1.83,30.96,23
23,"29/12/05",131,454.26,5019.81,0.9,270.91,356.63,0,27.28,45
24,"29/12/05",201.4,466.4,5086.6,1.9,272.76,558.46,0,21,19
1,"30/12/05",95.2,469.45,4972.85,0.79,269.73,420.72,0,38.62,67
2,"30/12/05",164.1,423.48,4950.69,0.95,271.08,284.93,0,21.99,52
3,"30/12/05",242.9,490.71,4948.86,0.43,268.89,412.34,0,8.55,53
4,"30/12/05",149.9,437.36,4973.34,0.99,270.72,464.81,0,32.42,73
5,"30/12/05",405,426.44,5045.66,0.93,270.36,686.46,0,36.33,45
6,"30/12/05",257.5,394.6,5001.18,0.9,270.25,692.85,0,47.27,66
7,"30/12/05",313.2,457.96,5061.46,1.24,269.13,718.97,0,23.26,46
8,"30/12/05",345.2,444.29,5062.64,1.18,269.69,656.93,0,15.88,46
9,"30/12/05",331,376.96,4993.48,0.84,269.15,604.13,0,23.97,55
10,"30/12/05",280.4,416.65,4985.65,0.6,270.02,601.89,0,7.46,79
11,"30/12/05",238.8,399.22,4967.87,0.42,269.7,543.59,0,15.25,82
12,"30/12/05",118.3,456.49,4998.42,0.86,270.75,409.28,0,30.02,53
13,"30/12/05",124.7,483.36,5028.7,1.07,269.86,319.57,0,9.15,NA
14,"30/12/05",551.6,383.63,4915.52,0.86,268.83,355.37,0,28.77,30
15,"30/12/05",271.7,436.69,5046.69,1.04,269.4,634.44,0,22.27,49
16,"30/12/05",337,386.95,5003.68,0.69,269.97,686,0,11.39,40
17,"30/12/05",154,470.41,5031.91,1.29,269.96,267.03,0,41.97,40
18,"30/12/05",201.7,483.16,4956.77,0.58,269.21,420.69,0,14.44,48
19,"30/12/05",374.9,368.18,4971.65,0.64,270.56,592.14,0,27.13,NA
20,"30/12/05",243.6,393.64,4986.79,0.56,270.5,605.89,0,226.58,72
21,"30/12/05",243.6,396.04,4992.42,0.7,270.98,681.72,0,210.83,76
22,"30/12/05",118.5,489,4971.8,0.56,269.24,404.05,1.08,32.37,57
23,"30/12/05",131,454.26,5019.81,0.89,269.47,281.84,0,29.01,57
24,"30/12/05",201.4,466.4,5086.6,1.49,271.4,400.57,0,22.19,24
1,"31/12/05",95.2,469.45,4972.85,0.79,272.9,255.37,0,23.99,81
2,"31/12/05",164.1,423.48,4950.69,0.82,272.91,264.89,0,17.68,68
3,"31/12/05",242.9,490.71,4948.86,0.5,271.12,146.47,0,6.34,63
4,"31/12/05",149.9,437.36,4973.34,0.75,272.88,366.48,0,25.85,83
5,"31/12/05",405,426.44,5045.66,0.6,273.18,562.75,0,28.99,62
6,"31/12/05",257.5,394.6,5001.18,0.83,272.49,448.66,0,30.7,86
7,"31/12/05",313.2,457.96,5061.46,1.3,272.63,624.85,0,15.95,54
8,"31/12/05",345.2,444.29,5062.64,1.07,272.38,516.14,0,11.6,46
9,"31/12/05",331,376.96,4993.48,0.58,271.72,356.12,0,15.2,77
10,"31/12/05",280.4,416.65,4985.65,0.59,272.46,346.11,0,6.17,94
11,"31/12/05",238.8,399.22,4967.87,0.55,272.26,350.76,0,12.96,115
12,"31/12/05",118.3,456.49,4998.42,0.63,273.01,277.83,0,24.07,NA
13,"31/12/05",124.7,483.36,5028.7,1.1,272.63,271.74,0,5.93,NA
14,"31/12/05",551.6,383.63,4915.52,0.59,271.57,168.83,0,22.55,51
15,"31/12/05",271.7,436.69,5046.69,0.84,272.74,580.74,0,17.64,69
16,"31/12/05",337,386.95,5003.68,0.72,272.52,398.53,0,6.78,62
17,"31/12/05",154,470.41,5031.91,1.28,272.49,367.36,0,32.4,71
18,"31/12/05",201.7,483.16,4956.77,0.58,272.23,208.66,0,10.97,66
19,"31/12/05",374.9,368.18,4971.65,0.54,272.42,326.57,0,22.45,NA
20,"31/12/05",243.6,393.64,4986.79,0.57,272.66,389.69,0,165.05,91
21,"31/12/05",243.6,396.04,4992.42,0.56,272.98,450.14,0,165.2,93
22,"31/12/05",118.5,489,4971.8,0.55,272.59,239.88,0,20.38,78
23,"31/12/05",131,454.26,5019.81,0.96,272.79,395.43,0,22.72,71
24,"31/12/05",201.4,466.4,5086.6,2.56,273.92,396.83,0,14.98,34
1,"01/01/06",95.2,469.45,4972.85,0.37,271.67,266.57,0,20.63,72
2,"01/01/06",164.1,423.48,4950.69,0.69,273.59,190.49,0,14.61,94
3,"01/01/06",242.9,490.71,4948.86,0.48,271.36,150.89,0,5.42,48
4,"01/01/06",149.9,437.36,4973.34,0.48,272.17,314.2,0,21.92,97
5,"01/01/06",405,426.44,5045.66,0.33,274.57,530.39,0,23.62,116
6,"01/01/06",257.5,394.6,5001.18,0.54,272.34,350.45,0,23.04,120
7,"01/01/06",313.2,457.96,5061.46,0.66,271.72,399.58,0,13.06,112
8,"01/01/06",345.2,444.29,5062.64,0.52,271.61,402.07,0,9.06,109
9,"01/01/06",331,376.96,4993.48,0.45,271.81,390.5,0,12.14,111
10,"01/01/06",280.4,416.65,4985.65,0.42,272.32,352.72,0,5.61,102
11,"01/01/06",238.8,399.22,4967.87,0.41,272.29,359.83,0,11.49,124
12,"01/01/06",118.3,456.49,4998.42,0.56,272.25,229.21,0,20.14,NA
13,"01/01/06",124.7,483.36,5028.7,0.53,271.78,190.1,0,4.71,NA
14,"01/01/06",551.6,383.63,4915.52,0.58,272.92,549.89,0,17.42,44
15,"01/01/06",271.7,436.69,5046.69,0.36,271.64,362.24,0,13.68,119
16,"01/01/06",337,386.95,5003.68,0.45,271.8,356.7,0,5.13,104
17,"01/01/06",154,470.41,5031.91,0.63,271.87,204.83,0,24.47,80
18,"01/01/06",201.7,483.16,4956.77,0.54,271.8,183.19,0,8.48,43
19,"01/01/06",374.9,368.18,4971.65,0.54,272.12,352.64,0,18.86,NA
20,"01/01/06",243.6,393.64,4986.79,0.34,272.54,369.54,0,126,110
21,"01/01/06",243.6,396.04,4992.42,0.34,272.75,388.91,0,133.53,138
22,"01/01/06",118.5,489,4971.8,0.41,271.82,184.42,0,16.57,NA
23,"01/01/06",131,454.26,5019.81,0.57,272.04,206.55,0,18.7,90
24,"01/01/06",201.4,466.4,5086.6,0.9,274.22,289.25,0,12.42,76
1,"02/01/06",95.2,469.45,4972.85,0.93,270.55,261.54,0,32.04,99
2,"02/01/06",164.1,423.48,4950.69,0.89,276.53,414.39,0,16.64,76
3,"02/01/06",242.9,490.71,4948.86,0.44,273.04,324.02,0,10.28,56
4,"02/01/06",149.9,437.36,4973.34,0.76,271.91,274.48,0,32.8,116
5,"02/01/06",405,426.44,5045.66,0.52,277.28,826.64,0,34.81,52
6,"02/01/06",257.5,394.6,5001.18,1.05,273.89,481.16,0,35.17,138
7,"02/01/06",313.2,457.96,5061.46,1.96,273.56,376.37,0,24.67,71
8,"02/01/06",345.2,444.29,5062.64,1.17,275.34,450.72,0,18.19,57
9,"02/01/06",331,376.96,4993.48,0.58,272.86,700.36,0,21.75,96
10,"02/01/06",280.4,416.65,4985.65,0.79,273.44,385.19,0,11.59,73
11,"02/01/06",238.8,399.22,4967.87,0.51,272.53,347.05,0,14.2,129
12,"02/01/06",118.3,456.49,4998.42,0.67,271.62,232.71,0,22.64,NA
13,"02/01/06",124.7,483.36,5028.7,0.61,270.8,104.19,0,8,NA
14,"02/01/06",551.6,383.63,4915.52,0.77,274.83,826.84,0,25.96,29
15,"02/01/06",271.7,436.69,5046.69,0.68,272.93,430.73,0,25.72,58
16,"02/01/06",337,386.95,5003.68,0.68,273.03,541.8,0,9.26,67
17,"02/01/06",154,470.41,5031.91,0.67,271.22,111.26,0,25.86,80
18,"02/01/06",201.7,483.16,4956.77,0.46,272.26,315.32,0,13.12,45
19,"02/01/06",374.9,368.18,4971.65,0.5,274.45,685.08,0,25.93,NA
20,"02/01/06",243.6,393.64,4986.79,0.56,274.71,490.72,0,130.49,145
21,"02/01/06",243.6,396.04,4992.42,0.7,275.22,564.81,0,126.78,150
22,"02/01/06",118.5,489,4971.8,0.44,271.67,303.54,0,27.51,NA
23,"02/01/06",131,454.26,5019.81,0.6,270.72,111.21,0,20.88,120
24,"02/01/06",201.4,466.4,5086.6,1.07,275.63,206.82,0,20.03,33
1,"03/01/06",95.2,469.45,4972.85,0.71,273.13,261.76,0,32.01,119
2,"03/01/06",164.1,423.48,4950.69,0.7,278.24,468.99,0,16.57,60
3,"03/01/06",242.9,490.71,4948.86,0.47,274.79,366.19,0,10.28,83
4,"03/01/06",149.9,437.36,4973.34,0.77,275.52,318.15,0,32.89,123
5,"03/01/06",405,426.44,5045.66,0.76,277.78,1119.2,0,34.67,40
6,"03/01/06",257.5,394.6,5001.18,1.05,276.73,924.37,0,35.21,90
7,"03/01/06",313.2,457.96,5061.46,1.46,276.27,926.02,0,24.6,45
8,"03/01/06",345.2,444.29,5062.64,1.02,277.83,1004.8,0,18.14,43
9,"03/01/06",331,376.96,4993.48,0.91,275.72,1103,0,21.85,39
10,"03/01/06",280.4,416.65,4985.65,1.04,277.58,750.22,0,11.58,110
11,"03/01/06",238.8,399.22,4967.87,0.46,274.87,624.09,0,14.23,128
12,"03/01/06",118.3,456.49,4998.42,0.53,276.13,268.12,0,22.53,NA
13,"03/01/06",124.7,483.36,5028.7,0.77,274.55,199.35,0,7.98,NA
14,"03/01/06",551.6,383.63,4915.52,1.15,276.55,850.35,0,25.86,14
15,"03/01/06",271.7,436.69,5046.69,0.73,275.64,997.02,0,25.64,29
16,"03/01/06",337,386.95,5003.68,0.84,275.8,1005.1,0,9.24,50
17,"03/01/06",154,470.41,5031.91,0.78,275.17,198.03,0,25.76,87
18,"03/01/06",201.7,483.16,4956.77,0.56,274.4,333.53,0,13.08,69
19,"03/01/06",374.9,368.18,4971.65,0.88,277.18,1029.1,0,25.91,NA
20,"03/01/06",243.6,393.64,4986.79,0.79,277.37,881.44,0,129.79,114
21,"03/01/06",243.6,396.04,4992.42,0.8,277.94,991.75,0,126.03,136
22,"03/01/06",118.5,489,4971.8,0.46,274.13,314.28,0,27.5,NA
23,"03/01/06",131,454.26,5019.81,0.67,274.47,195.46,0,20.8,108
24,"03/01/06",201.4,466.4,5086.6,1.18,277.08,459.44,0,19.94,17
1,"04/01/06",95.2,469.45,4972.85,0.74,271.96,300.46,0,32.77,89
2,"04/01/06",164.1,423.48,4950.69,0.81,275.82,489.37,0,17.14,47
3,"04/01/06",242.9,490.71,4948.86,0.56,272.41,331.14,0,10.45,94
4,"04/01/06",149.9,437.36,4973.34,1.06,273.75,405.82,0,33.82,79
5,"04/01/06",405,426.44,5045.66,0.89,275.6,784.12,0,35.71,33
6,"04/01/06",257.5,394.6,5001.18,0.97,274.65,911.34,0,36.1,60
7,"04/01/06",313.2,457.96,5061.46,1.23,274.73,770.28,0,25.16,40
8,"04/01/06",345.2,444.29,5062.64,1.14,275.52,860.7,0,18.5,37
9,"04/01/06",331,376.96,4993.48,0.79,272.71,856.95,0,22.18,56
10,"04/01/06",280.4,416.65,4985.65,1,275.54,790.1,0,11.72,67
11,"04/01/06",238.8,399.22,4967.87,0.43,272.82,734.11,0,14.58,88
12,"04/01/06",118.3,456.49,4998.42,1.23,275.15,312.11,0,23.37,NA
13,"04/01/06",124.7,483.36,5028.7,1.25,274.42,330.76,0,8.17,62
14,"04/01/06",551.6,383.63,4915.52,1.1,273.03,696.62,0,26.6,38
15,"04/01/06",271.7,436.69,5046.69,0.88,273.49,714.04,0,26.23,33
16,"04/01/06",337,386.95,5003.68,0.74,273.65,895.75,0,9.44,35
17,"04/01/06",154,470.41,5031.91,1.35,274.77,251.56,0,26.84,47
18,"04/01/06",201.7,483.16,4956.77,0.56,271.95,322.75,0,13.46,83
19,"04/01/06",374.9,368.18,4971.65,0.8,275.33,915.91,0,26.63,NA
20,"04/01/06",243.6,393.64,4986.79,0.54,275.05,853.09,0,135.54,81
21,"04/01/06",243.6,396.04,4992.42,0.64,275.65,941.19,0,131.87,91
22,"04/01/06",118.5,489,4971.8,0.52,272.03,324.72,0,28.21,NA
23,"04/01/06",131,454.26,5019.81,0.88,272.78,223.94,0,21.62,60
24,"04/01/06",201.4,466.4,5086.6,1.12,275.11,381.08,0,20.54,17
1,"05/01/06",95.2,469.45,4972.85,0.42,272.69,399.45,0,33.09,88
2,"05/01/06",164.1,423.48,4950.69,0.59,275.43,734.49,0,17.36,67
3,"05/01/06",242.9,490.71,4948.86,0.45,272.28,497.06,0,10.54,92
4,"05/01/06",149.9,437.36,4973.34,0.69,274.14,585.42,0,34.11,88
5,"05/01/06",405,426.44,5045.66,0.6,275.54,853.18,0,36.12,48
6,"05/01/06",257.5,394.6,5001.18,1.1,275.04,848.63,0,36.48,99
7,"05/01/06",313.2,457.96,5061.46,0.72,274.61,779.2,0,25.39,56
8,"05/01/06",345.2,444.29,5062.64,0.62,274.53,869.5,0,18.64,54
9,"05/01/06",331,376.96,4993.48,0.49,273.76,757.03,0,22.36,87
10,"05/01/06",280.4,416.65,4985.65,0.7,274.99,907.41,0,11.76,73
11,"05/01/06",238.8,399.22,4967.87,0.25,273.44,773.71,0,14.73,114
12,"05/01/06",118.3,456.49,4998.42,0.86,275.08,444.58,0,23.7,NA
13,"05/01/06",124.7,483.36,5028.7,0.89,275.12,384.76,0,8.24,61
14,"05/01/06",551.6,383.63,4915.52,0.74,273.7,701.7,0,26.89,32
15,"05/01/06",271.7,436.69,5046.69,0.56,273.88,687.44,0,26.46,54
16,"05/01/06",337,386.95,5003.68,0.68,274.3,765.31,0,9.51,50
17,"05/01/06",154,470.41,5031.91,1,274.98,284.2,0,27.29,47
18,"05/01/06",201.7,483.16,4956.77,0.46,272.3,458.48,0,13.61,78
19,"05/01/06",374.9,368.18,4971.65,0.43,275.06,857.98,0,26.88,NA
20,"05/01/06",243.6,393.64,4986.79,0.55,274.83,775.93,0,137.72,83
21,"05/01/06",243.6,396.04,4992.42,0.79,275.48,870.58,0,134.07,89
22,"05/01/06",118.5,489,4971.8,0.37,272.45,417.05,0,28.53,NA
23,"05/01/06",131,454.26,5019.81,0.71,273.9,263.77,0,21.94,71
24,"05/01/06",201.4,466.4,5086.6,1.04,274.92,392.46,0,20.76,33
1,"06/01/06",95.2,469.45,4972.85,0.9,274.13,429.79,0,34.47,99
2,"06/01/06",164.1,423.48,4950.69,0.77,276.3,728.2,0,18.31,57
3,"06/01/06",242.9,490.71,4948.86,0.56,273.99,485.27,0,10.86,67
4,"06/01/06",149.9,437.36,4973.34,0.91,274.75,483.35,0,35.75,99
5,"06/01/06",405,426.44,5045.66,0.74,276.45,885.16,0,37.85,35
6,"06/01/06",257.5,394.6,5001.18,0.94,275.3,875.18,0,38.08,NA
7,"06/01/06",313.2,457.96,5061.46,0.92,275.54,785.2,0,26.33,59
8,"06/01/06",345.2,444.29,5062.64,0.93,275.83,844.7,0,19.23,35
9,"06/01/06",331,376.96,4993.48,0.56,273.42,754.69,0,23.08,61
10,"06/01/06",280.4,416.65,4985.65,0.95,275.24,814.47,0,11.99,67
11,"06/01/06",238.8,399.22,4967.87,0.4,273.57,780.79,0,15.4,87
12,"06/01/06",118.3,456.49,4998.42,0.64,276,400.07,0,25.09,NA
13,"06/01/06",124.7,483.36,5028.7,0.77,275.16,287.46,0,8.55,77
14,"06/01/06",551.6,383.63,4915.52,0.81,274.34,746.36,0,28.11,14
15,"06/01/06",271.7,436.69,5046.69,0.77,274.94,823.13,0,27.44,50
16,"06/01/06",337,386.95,5003.68,0.47,274.41,827.02,0,9.83,37
17,"06/01/06",154,470.41,5031.91,0.87,275.41,253.07,0,29.16,75
18,"06/01/06",201.7,483.16,4956.77,0.6,274.33,520.81,0,14.25,61
19,"06/01/06",374.9,368.18,4971.65,0.44,275.25,833.78,0,28.04,NA
20,"06/01/06",243.6,393.64,4986.79,0.53,275.4,810.05,0,147.01,96
21,"06/01/06",243.6,396.04,4992.42,0.72,276.04,895.06,0,143.47,83
22,"06/01/06",118.5,489,4971.8,0.51,274.66,515.24,0,29.86,NA
23,"06/01/06",131,454.26,5019.81,0.77,274.67,382.61,0,23.35,76
24,"06/01/06",201.4,466.4,5086.6,1.05,275.9,411.79,0,21.72,20
1,"07/01/06",95.2,469.45,4972.85,0.73,272.09,315.55,0,26.68,99
2,"07/01/06",164.1,423.48,4950.69,0.58,276.27,362.21,0,15.77,59
3,"07/01/06",242.9,490.71,4948.86,0.78,273.03,411.87,0,9.48,86
4,"07/01/06",149.9,437.36,4973.34,0.73,273.4,398.97,0,31.09,102
5,"07/01/06",405,426.44,5045.66,0.94,275.94,751.29,0,33.39,46
6,"07/01/06",257.5,394.6,5001.18,1.04,274.77,605.27,0,28.37,83
7,"07/01/06",313.2,457.96,5061.46,0.99,274.6,762.76,0,22.4,44
8,"07/01/06",345.2,444.29,5062.64,1.06,275.11,650.31,0,17.19,41
9,"07/01/06",331,376.96,4993.48,0.4,273.04,554.51,0,18.87,87
10,"07/01/06",280.4,416.65,4985.65,0.77,275.28,589.79,0,11.23,71
11,"07/01/06",238.8,399.22,4967.87,0.42,272.94,394.35,0,13.61,104
12,"07/01/06",118.3,456.49,4998.42,0.97,274.52,352.22,0,21.41,NA
13,"07/01/06",124.7,483.36,5028.7,1.01,273.93,244.48,0,6.48,82
14,"07/01/06",551.6,383.63,4915.52,0.73,274.17,393.48,0,24.89,31
15,"07/01/06",271.7,436.69,5046.69,0.9,273.09,531.21,0,25.13,45
16,"07/01/06",337,386.95,5003.68,0.65,273.85,555.98,0,7.83,51
17,"07/01/06",154,470.41,5031.91,1.05,274.18,212.49,0,24.49,60
18,"07/01/06",201.7,483.16,4956.77,0.75,272.83,361.58,0,11.72,79
19,"07/01/06",374.9,368.18,4971.65,0.46,274.98,527.1,0,24.93,NA
20,"07/01/06",243.6,393.64,4986.79,0.4,274.88,509.67,0,117.63,NA
21,"07/01/06",243.6,396.04,4992.42,0.63,275.58,612.91,0,118.17,101
22,"07/01/06",118.5,489,4971.8,0.5,272.79,339.37,0,23.55,NA
23,"07/01/06",131,454.26,5019.81,0.85,272.7,226.17,0,19.4,84
24,"07/01/06",201.4,466.4,5086.6,0.9,274.95,358.41,0,17.48,20
1,"08/01/06",95.2,469.45,4972.85,0.8,273.15,186.8,0,20.01,92
2,"08/01/06",164.1,423.48,4950.69,0.93,275.57,193.56,0,13.92,85
3,"08/01/06",242.9,490.71,4948.86,0.58,272.79,311.13,0,8.54,101
4,"08/01/06",149.9,437.36,4973.34,0.98,274.74,234.84,0,28.25,99
5,"08/01/06",405,426.44,5045.66,0.61,275.85,357.52,0,30.13,31
6,"08/01/06",257.5,394.6,5001.18,1.11,275.41,394.43,0,20.23,70
7,"08/01/06",313.2,457.96,5061.46,0.7,275.27,460.28,0,19.11,51
8,"08/01/06",345.2,444.29,5062.64,0.68,275.05,420.69,0,15.55,44
9,"08/01/06",331,376.96,4993.48,0.39,274.01,345.51,0,15.52,96
10,"08/01/06",280.4,416.65,4985.65,1.09,275.37,321.17,0,10.64,77
11,"08/01/06",238.8,399.22,4967.87,0.45,274.25,240.67,0,12.42,113
12,"08/01/06",118.3,456.49,4998.42,1.43,275.27,185.99,0,18.69,NA
13,"08/01/06",124.7,483.36,5028.7,1.17,276.36,440.28,0,4.95,56
14,"08/01/06",551.6,383.63,4915.52,0.63,274.13,342.01,0,22.53,56
15,"08/01/06",271.7,436.69,5046.69,0.66,274.77,287.02,0,23.49,43
16,"08/01/06",337,386.95,5003.68,0.71,274.79,391.91,0,6.06,63
17,"08/01/06",154,470.41,5031.91,1.15,276.18,150.2,0,21.3,50
18,"08/01/06",201.7,483.16,4956.77,0.63,272.77,310.56,0,9.64,96
19,"08/01/06",374.9,368.18,4971.65,0.35,275.42,495.19,0,22.74,NA
20,"08/01/06",243.6,393.64,4986.79,0.49,275.03,319.57,0,94.86,89
21,"08/01/06",243.6,396.04,4992.42,0.7,275.54,372.53,0,99.46,93
22,"08/01/06",118.5,489,4971.8,0.48,272.86,340.86,0,18.33,NA
23,"08/01/06",131,454.26,5019.81,0.94,274.33,113.81,0,16.5,58
24,"08/01/06",201.4,466.4,5086.6,1.07,275.3,316.36,0,14.3,36
1,"09/01/06",95.2,469.45,4972.85,1.11,274.11,546.77,0,32.04,75
2,"09/01/06",164.1,423.48,4950.69,0.83,274.53,566,0,16.64,85
3,"09/01/06",242.9,490.71,4948.86,0.62,273.25,481.69,0,10.28,84
4,"09/01/06",149.9,437.36,4973.34,0.98,274.9,638.9,0,32.8,87
5,"09/01/06",405,426.44,5045.66,0.97,275.14,658.08,0,34.81,56
6,"09/01/06",257.5,394.6,5001.18,0.79,274.75,706.3,0,35.17,96
7,"09/01/06",313.2,457.96,5061.46,0.78,274.43,690.24,0,24.67,60
8,"09/01/06",345.2,444.29,5062.64,0.73,274.3,626.84,0,18.19,59
9,"09/01/06",331,376.96,4993.48,0.43,273.25,612.19,0,21.75,NA
10,"09/01/06",280.4,416.65,4985.65,1.14,275,655.82,0,11.59,67
11,"09/01/06",238.8,399.22,4967.87,0.51,273.82,625.59,0,14.2,108
12,"09/01/06",118.3,456.49,4998.42,1.22,275.88,595.7,0,22.64,71
13,"09/01/06",124.7,483.36,5028.7,0.98,275.75,625.45,0,8,61
14,"09/01/06",551.6,383.63,4915.52,0.59,272.84,547.43,0,25.96,58
15,"09/01/06",271.7,436.69,5046.69,0.75,274.27,668.29,0,25.72,58
16,"09/01/06",337,386.95,5003.68,0.57,274.08,665.28,0,9.26,69
17,"09/01/06",154,470.41,5031.91,1.01,275.95,557.95,0,25.86,51
18,"09/01/06",201.7,483.16,4956.77,0.86,273.37,510.38,0,13.12,73
19,"09/01/06",374.9,368.18,4971.65,0.59,274.24,659.23,0,25.93,NA
20,"09/01/06",243.6,393.64,4986.79,0.43,274.58,669.18,0,130.49,NA
21,"09/01/06",243.6,396.04,4992.42,0.54,274.98,729.79,0,126.78,103
22,"09/01/06",118.5,489,4971.8,0.79,273.61,516.02,0,27.51,NA
23,"09/01/06",131,454.26,5019.81,0.89,274.61,504.92,0,20.88,80
24,"09/01/06",201.4,466.4,5086.6,1.57,275.05,351.7,0,20.03,39
1,"10/01/06",95.2,469.45,4972.85,0.74,271.86,328.61,0,32.01,109
2,"10/01/06",164.1,423.48,4950.69,0.87,274.94,428.01,0,16.57,73
3,"10/01/06",242.9,490.71,4948.86,0.65,272.33,356.99,0,10.28,96
4,"10/01/06",149.9,437.36,4973.34,0.87,272.53,357.92,0,32.89,111
5,"10/01/06",405,426.44,5045.66,0.79,275.76,615.94,0,34.67,30
6,"10/01/06",257.5,394.6,5001.18,0.84,272.99,519.3,0,35.21,97
7,"10/01/06",313.2,457.96,5061.46,0.8,273.46,559.57,0,24.6,48
8,"10/01/06",345.2,444.29,5062.64,0.79,274.26,554.51,0,18.14,48
9,"10/01/06",331,376.96,4993.48,0.72,271.05,537.54,0,21.85,NA
10,"10/01/06",280.4,416.65,4985.65,0.82,273.92,493.35,0,11.58,80
11,"10/01/06",238.8,399.22,4967.87,0.46,271.32,392.87,0,14.23,133
12,"10/01/06",118.3,456.49,4998.42,0.68,274.2,330.88,0,22.53,67
13,"10/01/06",124.7,483.36,5028.7,0.91,273.25,269.99,0,7.98,75
14,"10/01/06",551.6,383.63,4915.52,1.03,272.27,502.18,0,25.86,25
15,"10/01/06",271.7,436.69,5046.69,0.66,272.35,489.7,0,25.64,46
16,"10/01/06",337,386.95,5003.68,0.58,271.98,532.55,0,9.24,NA
17,"10/01/06",154,470.41,5031.91,0.98,273.51,220.73,0,25.76,60
18,"10/01/06",201.7,483.16,4956.77,0.67,271.82,341.9,0,13.08,48
19,"10/01/06",374.9,368.18,4971.65,0.64,273.3,550.5,0,25.91,NA
20,"10/01/06",243.6,393.64,4986.79,0.46,273.53,499.44,0,129.79,NA
21,"10/01/06",243.6,396.04,4992.42,0.53,274.12,558.98,0,126.03,140
22,"10/01/06",118.5,489,4971.8,0.32,271.86,346.22,0,27.5,NA
23,"10/01/06",131,454.26,5019.81,0.63,271.84,209.89,0,20.8,87
24,"10/01/06",201.4,466.4,5086.6,1.11,274.62,300.53,0,19.94,26
1,"11/01/06",95.2,469.45,4972.85,0.94,271.97,293.29,0,32.77,120
2,"11/01/06",164.1,423.48,4950.69,0.81,276.53,440.2,0,17.14,65
3,"11/01/06",242.9,490.71,4948.86,0.78,273.42,350.39,0,10.45,94
4,"11/01/06",149.9,437.36,4973.34,0.86,273.04,343.43,0,33.82,116
5,"11/01/06",405,426.44,5045.66,1.08,276.27,630.56,0,35.71,NA
6,"11/01/06",257.5,394.6,5001.18,0.91,274.06,652,0,36.1,95
7,"11/01/06",313.2,457.96,5061.46,1.17,274.64,609.45,0,25.16,49
8,"11/01/06",345.2,444.29,5062.64,1.2,275.64,598.19,0,18.5,55
9,"11/01/06",331,376.96,4993.48,0.74,271.97,662.16,0,22.18,NA
10,"11/01/06",280.4,416.65,4985.65,1.1,275.04,498.68,0,11.72,74
11,"11/01/06",238.8,399.22,4967.87,0.67,271.99,417.03,0,14.58,120
12,"11/01/06",118.3,456.49,4998.42,0.7,274.54,302.28,0,23.37,107
13,"11/01/06",124.7,483.36,5028.7,1.2,273.25,236.63,0,8.17,72
14,"11/01/06",551.6,383.63,4915.52,1.41,273.27,554.56,0,26.6,15
15,"11/01/06",271.7,436.69,5046.69,1,272.99,513.52,0,26.23,44
16,"11/01/06",337,386.95,5003.68,0.68,272.93,666.78,0,9.44,NA
17,"11/01/06",154,470.41,5031.91,1.28,273.94,200.78,0,26.84,NA
18,"11/01/06",201.7,483.16,4956.77,0.77,272.8,324.62,0,13.46,73
19,"11/01/06",374.9,368.18,4971.65,0.67,274.45,609.91,0,26.63,NA
20,"11/01/06",243.6,393.64,4986.79,0.61,274.87,587.36,0,135.54,NA
21,"11/01/06",243.6,396.04,4992.42,0.62,275.5,679.49,0,131.87,147
22,"11/01/06",118.5,489,4971.8,0.44,272.78,331.46,0,28.21,NA
23,"11/01/06",131,454.26,5019.81,0.79,272.1,188.65,0,21.62,102
24,"11/01/06",201.4,466.4,5086.6,1.35,274.93,312.86,0,20.54,25
1,"12/01/06",95.2,469.45,4972.85,0.92,271.52,132.86,0,33.09,116
2,"12/01/06",164.1,423.48,4950.69,0.87,275.99,246.78,0,17.36,73
3,"12/01/06",242.9,490.71,4948.86,0.64,272.39,320.35,0,10.54,90
4,"12/01/06",149.9,437.36,4973.34,1.08,272.55,164.71,0,34.11,110
5,"12/01/06",405,426.44,5045.66,0.82,276.34,351.73,0,36.12,NA
